29/09/2015 11:21:08:708  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000001971443505178
29/09/2015 12:42:06:977  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002121443510025
29/09/2015 12:42:33:793  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:33:794  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:33:794  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000002121443510025
29/09/2015 12:42:33:794  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002121443510025
29/09/2015 12:42:34:652  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:34:652  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:34:652  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002121443510025
29/09/2015 12:42:34:652  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002121443510025
29/09/2015 12:42:34:808  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumInvalid_PP | Return Code | Output_Parameters:returncode |  | 10000002121443510025
29/09/2015 12:42:34:808  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumInvalid_PP |  |  |  | 10000002121443510025
29/09/2015 12:42:47:974  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:47:974  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:47:974  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1472583699 | 10000002121443510025
29/09/2015 12:42:47:974  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002121443510025
29/09/2015 12:42:50:649  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:50:649  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:50:649  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002121443510025
29/09/2015 12:42:50:649  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002121443510025
29/09/2015 12:42:50:758  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumInvalid_PP | Return Code | Output_Parameters:returncode |  | 10000002121443510025
29/09/2015 12:42:50:758  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumInvalid_PP |  |  |  | 10000002121443510025
29/09/2015 12:43:10:804  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:43:10:804  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:43:10:804  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234561234 | 10000002121443510025
29/09/2015 12:43:10:804  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002121443510025
29/09/2015 12:43:12:006  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:43:12:006  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:43:12:006  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002121443510025
29/09/2015 12:43:12:006  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002121443510025
29/09/2015 12:43:12:130  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | ExceedTries_PP | Return Code | Output_Parameters:returncode |  | 10000002121443510025
29/09/2015 12:43:12:130  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | ExceedTries_PP |  |  |  | 10000002121443510025
29/09/2015 12:43:12:224  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000002121443510025
29/09/2015 12:43:12:224  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000002121443510025
29/09/2015 12:46:14:029  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002131443510283
29/09/2015 12:46:14:045  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002131443510283
29/09/2015 12:46:21:677  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002131443510283
29/09/2015 12:46:21:677  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002131443510283
29/09/2015 12:46:21:677  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002131443510283
29/09/2015 12:46:21:677  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002131443510283
29/09/2015 12:46:22:894  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002131443510283
29/09/2015 12:46:22:894  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002131443510283
29/09/2015 12:46:22:894  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002131443510283
29/09/2015 12:46:22:894  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | MainMenu |  |  |  | 10000002131443510283
29/09/2015 12:46:27:014  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002131443510283
29/09/2015 12:46:27:014  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002131443510283
29/09/2015 12:46:27:014  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002131443510283
29/09/2015 12:46:27:014  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002131443510283
29/09/2015 12:46:27:138  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002131443510283
29/09/2015 12:46:27:138  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002131443510283
29/09/2015 12:46:43:630  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002131443510283
29/09/2015 12:46:43:630  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002131443510283
29/09/2015 12:46:43:630  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1231231231 | 10000002131443510283
29/09/2015 12:46:43:630  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002131443510283
29/09/2015 12:46:44:785  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002131443510283
29/09/2015 12:46:44:785  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002131443510283
29/09/2015 12:46:44:785  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002131443510283
29/09/2015 12:46:44:785  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002131443510283
29/09/2015 12:46:44:895  INFO - In Progress | session id:mpp-2015272070443-18 | DM:ReportEnd | NoERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002131443510283
29/09/2015 12:46:44:895  INFO - End | session id:mpp-2015272070443-18 | DM:ReportEnd | NoERechargeTransaction_PP |  |  |  | 10000002131443510283
29/09/2015 13:22:37:194  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002141443512466
29/09/2015 13:22:37:194  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002141443512466
29/09/2015 13:22:45:365  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002141443512466
29/09/2015 13:22:45:365  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002141443512466
29/09/2015 13:22:45:365  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002141443512466
29/09/2015 13:22:45:381  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002141443512466
29/09/2015 13:22:46:956  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002141443512466
29/09/2015 13:22:46:956  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002141443512466
29/09/2015 13:22:46:956  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002141443512466
29/09/2015 13:22:46:956  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | MainMenu |  |  |  | 10000002141443512466
29/09/2015 13:22:50:342  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002141443512466
29/09/2015 13:22:50:342  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002141443512466
29/09/2015 13:22:50:342  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002141443512466
29/09/2015 13:22:50:342  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002141443512466
29/09/2015 13:22:50:452  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002141443512466
29/09/2015 13:22:50:452  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002141443512466
29/09/2015 13:23:09:456  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002141443512466
29/09/2015 13:23:09:456  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002141443512466
29/09/2015 13:23:09:456  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000002141443512466
29/09/2015 13:23:09:456  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002141443512466
29/09/2015 13:23:11:219  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002141443512466
29/09/2015 13:23:11:219  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002141443512466
29/09/2015 13:23:11:219  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002141443512466
29/09/2015 13:23:11:219  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002141443512466
29/09/2015 13:23:11:438  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | ERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002141443512466
29/09/2015 13:23:11:438  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | ERechargeTransaction_PP |  |  |  | 10000002141443512466
29/09/2015 13:23:40:548  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Global Prompt Menu Feature Level | Return Code | Output_Parameters:returncode | SUCCESS | 10000002141443512466
29/09/2015 13:23:40:548  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Global Prompt Menu Feature Level | Input Type | Output_Parameters:inputType | dtmf | 10000002141443512466
29/09/2015 13:23:40:548  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | Global Prompt Menu Feature Level | Value | Output_Parameters:value | Repeat | 10000002141443512466
29/09/2015 13:23:40:548  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | Global Prompt Menu Feature Level |  |  |  | 10000002141443512466
29/09/2015 13:23:40:688  INFO - In Progress | session id:mpp-2015272074106-6 | DM:ReportEnd | PinConfirmation_PP | Return Code | Output_Parameters:returncode |  | 10000002141443512466
29/09/2015 13:23:40:688  INFO - End | session id:mpp-2015272074106-6 | DM:ReportEnd | PinConfirmation_PP |  |  |  | 10000002141443512466
29/09/2015 13:26:28:206  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002151443512697
29/09/2015 13:26:28:206  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002151443512697
29/09/2015 13:26:36:278  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002151443512697
29/09/2015 13:26:36:278  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002151443512697
29/09/2015 13:26:36:278  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002151443512697
29/09/2015 13:26:36:278  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002151443512697
29/09/2015 13:26:40:538  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002151443512697
29/09/2015 13:26:40:538  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002151443512697
29/09/2015 13:26:40:538  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002151443512697
29/09/2015 13:26:40:538  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | MainMenu |  |  |  | 10000002151443512697
29/09/2015 13:26:44:064  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002151443512697
29/09/2015 13:26:44:064  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002151443512697
29/09/2015 13:26:44:064  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002151443512697
29/09/2015 13:26:44:064  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002151443512697
29/09/2015 13:26:44:158  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002151443512697
29/09/2015 13:26:44:158  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002151443512697
29/09/2015 13:27:01:461  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002151443512697
29/09/2015 13:27:01:461  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002151443512697
29/09/2015 13:27:01:461  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1231231231 | 10000002151443512697
29/09/2015 13:27:01:461  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002151443512697
29/09/2015 13:27:09:762  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002151443512697
29/09/2015 13:27:09:762  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002151443512697
29/09/2015 13:27:09:762  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002151443512697
29/09/2015 13:27:09:762  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002151443512697
29/09/2015 13:27:09:902  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | ERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002151443512697
29/09/2015 13:27:09:902  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | ERechargeTransaction_PP |  |  |  | 10000002151443512697
29/09/2015 13:27:09:980  INFO - In Progress | session id:mpp-2015272074457-13 | DM:ReportEnd | PinConfirmation_PP | Return Code | Output_Parameters:returncode |  | 10000002151443512697
29/09/2015 13:27:09:980  INFO - End | session id:mpp-2015272074457-13 | DM:ReportEnd | PinConfirmation_PP |  |  |  | 10000002151443512697
29/09/2015 13:31:38:170  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:31:38:170  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002161443513007
29/09/2015 13:31:42:683  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:31:42:683  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:31:42:683  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002161443513007
29/09/2015 13:31:42:683  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002161443513007
29/09/2015 13:31:44:463  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:31:44:463  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:31:44:463  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002161443513007
29/09/2015 13:31:44:463  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | MainMenu |  |  |  | 10000002161443513007
29/09/2015 13:31:47:880  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:31:47:880  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:31:47:880  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002161443513007
29/09/2015 13:31:47:880  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002161443513007
29/09/2015 13:31:47:989  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:31:47:989  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:05:868  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:32:05:868  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:32:05:868  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1231231231 | 10000002161443513007
29/09/2015 13:32:05:868  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002161443513007
29/09/2015 13:32:07:400  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:32:07:400  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:32:07:400  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002161443513007
29/09/2015 13:32:07:400  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002161443513007
29/09/2015 13:32:07:541  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | ERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:32:07:541  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | ERechargeTransaction_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:07:665  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | PinConfirmation_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:32:07:665  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | PinConfirmation_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:23:360  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:32:23:360  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:32:23:360  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Value | Output_Parameters:value | Repeat | 10000002161443513007
29/09/2015 13:32:23:360  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level |  |  |  | 10000002161443513007
29/09/2015 13:32:23:485  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | ERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:32:23:485  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | ERechargeTransaction_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:23:563  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | PinConfirmation_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:32:23:563  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | PinConfirmation_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:28:447  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:32:28:447  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
29/09/2015 13:32:28:447  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Value | Output_Parameters:value | Repeat | 10000002161443513007
29/09/2015 13:32:28:447  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level |  |  |  | 10000002161443513007
29/09/2015 13:32:28:572  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | ERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:32:28:572  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | ERechargeTransaction_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:28:650  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | PinConfirmation_PP | Return Code | Output_Parameters:returncode |  | 10000002161443513007
29/09/2015 13:32:28:650  INFO - End | session id:mpp-2015272075007-11 | DM:ReportEnd | PinConfirmation_PP |  |  |  | 10000002161443513007
29/09/2015 13:32:31:349  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Return Code | Output_Parameters:returncode | SUCCESS | 10000002161443513007
29/09/2015 13:32:31:349  INFO - In Progress | session id:mpp-2015272075007-11 | DM:ReportEnd | Global Prompt Menu Feature Level | Input Type | Output_Parameters:inputType | dtmf | 10000002161443513007
