01/07/2015 11:47:46:116  INFO - In Progress | session id:mpp-2015182060954-4 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000012731435730994
01/07/2015 12:27:45:404  INFO - End | session id:mpp-2015182064942-14 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013091435733382
01/07/2015 12:27:50:007  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013091435733382
01/07/2015 12:27:50:007  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013091435733382
01/07/2015 12:27:50:007  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013091435733382
01/07/2015 12:27:50:007  INFO - End | session id:mpp-2015182064942-14 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013091435733382
01/07/2015 12:27:53:265  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013091435733382
01/07/2015 12:27:53:265  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013091435733382
01/07/2015 12:27:53:265  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000013091435733382
01/07/2015 12:27:53:265  INFO - End | session id:mpp-2015182064942-14 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000013091435733382
01/07/2015 12:27:53:398  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | LinkDown_PP | Return Code | Output_Parameters:returncode |  | 10000013091435733382
01/07/2015 12:27:53:398  INFO - End | session id:mpp-2015182064942-14 | DM:ReportEnd | LinkDown_PP |  |  |  | 10000013091435733382
01/07/2015 12:27:53:542  INFO - In Progress | session id:mpp-2015182064942-14 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000013091435733382
01/07/2015 12:27:53:542  INFO - End | session id:mpp-2015182064942-14 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000013091435733382
01/07/2015 12:38:31:489  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000013171435734039
01/07/2015 12:38:31:489  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | Welcome_PP |  |  |  | 10000013171435734039
01/07/2015 12:38:33:117  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013171435734039
01/07/2015 12:38:33:118  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013171435734039
01/07/2015 12:38:33:118  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000013171435734039
01/07/2015 12:38:33:118  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000013171435734039
01/07/2015 12:38:34:863  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013171435734039
01/07/2015 12:38:34:863  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013171435734039
01/07/2015 12:38:34:863  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000013171435734039
01/07/2015 12:38:34:863  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000013171435734039
01/07/2015 12:38:41:636  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013171435734039
01/07/2015 12:38:41:636  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013171435734039
01/07/2015 12:38:41:636  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000013171435734039
01/07/2015 12:38:41:636  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013171435734039
01/07/2015 12:38:43:151  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013171435734039
01/07/2015 12:38:43:151  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013171435734039
01/07/2015 12:38:43:151  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013171435734039
01/07/2015 12:38:43:151  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013171435734039
01/07/2015 12:38:44:940  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | Postpaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013171435734039
01/07/2015 12:38:44:940  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | Postpaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013171435734039
01/07/2015 12:38:44:940  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | Postpaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000013171435734039
01/07/2015 12:38:44:940  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | Postpaid_MN |  |  |  | 10000013171435734039
01/07/2015 12:38:55:803  INFO - In Progress | session id:mpp-2015182070039-15 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000013171435734039
01/07/2015 12:38:55:803  INFO - End | session id:mpp-2015182070039-15 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000013171435734039
01/07/2015 12:41:48:313  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000013181435734236
01/07/2015 12:41:48:313  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | Welcome_PP |  |  |  | 10000013181435734236
01/07/2015 12:41:54:935  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013181435734236
01/07/2015 12:41:54:935  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013181435734236
01/07/2015 12:41:54:935  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000013181435734236
01/07/2015 12:41:54:935  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000013181435734236
01/07/2015 12:41:57:235  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013181435734236
01/07/2015 12:41:57:235  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013181435734236
01/07/2015 12:41:57:236  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000013181435734236
01/07/2015 12:41:57:236  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000013181435734236
01/07/2015 12:42:04:465  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013181435734236
01/07/2015 12:42:04:465  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013181435734236
01/07/2015 12:42:04:465  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000013181435734236
01/07/2015 12:42:04:465  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013181435734236
01/07/2015 12:42:07:724  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013181435734236
01/07/2015 12:42:07:724  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013181435734236
01/07/2015 12:42:07:724  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013181435734236
01/07/2015 12:42:07:725  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013181435734236
01/07/2015 12:42:10:002  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Postpaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013181435734236
01/07/2015 12:42:10:003  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Postpaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013181435734236
01/07/2015 12:42:10:003  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Postpaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000013181435734236
01/07/2015 12:42:10:003  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | Postpaid_MN |  |  |  | 10000013181435734236
01/07/2015 12:42:14:728  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Offer_PP | Return Code | Output_Parameters:returncode |  | 10000013181435734236
01/07/2015 12:42:14:728  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | Offer_PP |  |  |  | 10000013181435734236
01/07/2015 12:42:29:725  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Purchase_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013181435734236
01/07/2015 12:42:29:726  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Purchase_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013181435734236
01/07/2015 12:42:29:726  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | Purchase_MN | Value | Output_Parameters:value | HotDeal2.wav | 10000013181435734236
01/07/2015 12:42:29:726  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | Purchase_MN |  |  |  | 10000013181435734236
01/07/2015 12:42:29:893  INFO - In Progress | session id:mpp-2015182070356-5 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000013181435734236
01/07/2015 12:42:29:893  INFO - End | session id:mpp-2015182070356-5 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000013181435734236
01/07/2015 12:43:36:282  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000013191435734344
01/07/2015 12:43:36:282  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | Welcome_PP |  |  |  | 10000013191435734344
01/07/2015 12:43:37:825  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013191435734344
01/07/2015 12:43:37:825  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013191435734344
01/07/2015 12:43:37:825  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000013191435734344
01/07/2015 12:43:37:825  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000013191435734344
01/07/2015 12:43:41:497  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013191435734344
01/07/2015 12:43:41:497  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013191435734344
01/07/2015 12:43:41:497  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000013191435734344
01/07/2015 12:43:41:497  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000013191435734344
01/07/2015 12:43:47:280  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013191435734344
01/07/2015 12:43:47:280  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013191435734344
01/07/2015 12:43:47:280  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000013191435734344
01/07/2015 12:43:47:280  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013191435734344
01/07/2015 12:43:49:070  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013191435734344
01/07/2015 12:43:49:070  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013191435734344
01/07/2015 12:43:49:071  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013191435734344
01/07/2015 12:43:49:071  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013191435734344
01/07/2015 12:43:53:835  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | Postpaid_MN | Return Code | Output_Parameters:returncode | NOMATCH | 10000013191435734344
01/07/2015 12:43:53:835  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | Postpaid_MN |  |  |  | 10000013191435734344
01/07/2015 12:43:54:023  INFO - In Progress | session id:mpp-2015182070544-3 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000013191435734344
01/07/2015 12:43:54:023  INFO - End | session id:mpp-2015182070544-3 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000013191435734344
01/07/2015 12:48:00:990  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000013201435734608
01/07/2015 12:48:00:992  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | Welcome_PP |  |  |  | 10000013201435734608
01/07/2015 12:48:05:099  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013201435734608
01/07/2015 12:48:05:100  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013201435734608
01/07/2015 12:48:05:100  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000013201435734608
01/07/2015 12:48:05:100  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000013201435734608
01/07/2015 12:48:10:585  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013201435734608
01/07/2015 12:48:10:585  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013201435734608
01/07/2015 12:48:10:586  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000013201435734608
01/07/2015 12:48:10:586  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000013201435734608
01/07/2015 12:48:16:483  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013201435734608
01/07/2015 12:48:16:484  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013201435734608
01/07/2015 12:48:16:484  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000013201435734608
01/07/2015 12:48:16:484  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013201435734608
01/07/2015 12:48:20:506  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013201435734608
01/07/2015 12:48:20:506  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013201435734608
01/07/2015 12:48:20:506  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013201435734608
01/07/2015 12:48:20:506  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013201435734608
01/07/2015 12:48:27:063  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | Postpaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013201435734608
01/07/2015 12:48:27:063  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | Postpaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013201435734608
01/07/2015 12:48:27:064  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | Postpaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000013201435734608
01/07/2015 12:48:27:064  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | Postpaid_MN |  |  |  | 10000013201435734608
01/07/2015 12:48:34:235  INFO - In Progress | session id:mpp-2015182071008-16 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000013201435734608
01/07/2015 12:48:34:235  INFO - End | session id:mpp-2015182071008-16 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000013201435734608
01/07/2015 13:02:05:946  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000013211435735453
01/07/2015 13:02:05:947  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | Welcome_PP |  |  |  | 10000013211435735453
01/07/2015 13:02:12:932  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013211435735453
01/07/2015 13:02:12:932  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013211435735453
01/07/2015 13:02:12:932  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000013211435735453
01/07/2015 13:02:12:932  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000013211435735453
01/07/2015 13:02:14:662  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013211435735453
01/07/2015 13:02:14:662  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013211435735453
01/07/2015 13:02:14:662  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000013211435735453
01/07/2015 13:02:14:662  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000013211435735453
01/07/2015 13:02:22:516  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013211435735453
01/07/2015 13:02:22:516  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013211435735453
01/07/2015 13:02:22:516  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000013211435735453
01/07/2015 13:02:22:516  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013211435735453
01/07/2015 13:02:28:373  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013211435735453
01/07/2015 13:02:28:373  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013211435735453
01/07/2015 13:02:28:373  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013211435735453
01/07/2015 13:02:28:373  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013211435735453
01/07/2015 13:02:32:871  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Postpaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013211435735453
01/07/2015 13:02:32:871  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Postpaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013211435735453
01/07/2015 13:02:32:871  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Postpaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000013211435735453
01/07/2015 13:02:32:871  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | Postpaid_MN |  |  |  | 10000013211435735453
01/07/2015 13:02:36:519  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Offer_PP | Return Code | Output_Parameters:returncode |  | 10000013211435735453
01/07/2015 13:02:36:519  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | Offer_PP |  |  |  | 10000013211435735453
01/07/2015 13:02:41:235  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Purchase_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013211435735453
01/07/2015 13:02:41:235  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Purchase_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013211435735453
01/07/2015 13:02:41:235  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | Purchase_MN | Value | Output_Parameters:value | HotDeal2.wav | 10000013211435735453
01/07/2015 13:02:41:235  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | Purchase_MN |  |  |  | 10000013211435735453
01/07/2015 13:02:41:409  INFO - In Progress | session id:mpp-2015182072413-14 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000013211435735453
01/07/2015 13:02:41:410  INFO - End | session id:mpp-2015182072413-14 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000013211435735453
01/07/2015 13:06:02:404  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000013221435735690
01/07/2015 13:06:02:404  INFO - End | session id:mpp-2015182072810-9 | DM:ReportEnd | Welcome_PP |  |  |  | 10000013221435735690
01/07/2015 13:06:05:484  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013221435735690
01/07/2015 13:06:05:485  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013221435735690
01/07/2015 13:06:05:485  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000013221435735690
01/07/2015 13:06:05:485  INFO - End | session id:mpp-2015182072810-9 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000013221435735690
01/07/2015 13:06:06:895  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013221435735690
01/07/2015 13:06:06:895  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013221435735690
01/07/2015 13:06:06:895  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000013221435735690
01/07/2015 13:06:06:895  INFO - End | session id:mpp-2015182072810-9 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000013221435735690
01/07/2015 13:06:16:560  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013221435735690
01/07/2015 13:06:16:560  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013221435735690
01/07/2015 13:06:16:560  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000013221435735690
01/07/2015 13:06:16:560  INFO - End | session id:mpp-2015182072810-9 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000013221435735690
01/07/2015 13:06:19:691  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000013221435735690
01/07/2015 13:06:19:691  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000013221435735690
01/07/2015 13:06:19:691  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000013221435735690
01/07/2015 13:06:19:692  INFO - End | session id:mpp-2015182072810-9 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000013221435735690
01/07/2015 13:06:20:866  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | Postpaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000013221435735690
01/07/2015 13:06:20:866  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | Postpaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000013221435735690
01/07/2015 13:06:20:866  INFO - In Progress | session id:mpp-2015182072810-9 | DM:ReportEnd | Postpaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000013221435735690
01/07/2015 13:06:20:867  INFO - End | session id:mpp-2015182072810-9 | DM:ReportEnd | Postpaid_MN |  |  |  | 10000013221435735690
